ExpID	File_Name	Env	Setup	LD_cycle	Num	ID	Nest	Source	Location	Elevation	Gen	Sex	Photo	Circ	Subj_activity	Act_index	Breeding_nest	Start_Date	End_Date	Soil	Bury	Eggs	Instar	Distance	Carcass	Phenotype	expression
Loc0910		warmroom	simple	LD_4	1	S9206	n7565	WL	1_1		WT	F	L		Abnormal		n7935	9/15/20		9.98	0	0	0	3.459		s	
Loc0910		warmroom	simple	LD_4	2	S9373	n7566	BF	9_9	1300	WT	M	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	3	S8974	n7488	WL	3_5		WT	F	L		Hyperactive		n7931	9/15/20		9.7	1	1	0	1.734		y	
Loc0910		warmroom	simple	LD_4	4	S9266	n7578	WL	3_3		WT	F	L		Active		n7937	9/15/20		10.9	0	0	0	NA		s	
Loc0910		warmroom	simple	LD_4	5	S9470	n7583	WL	1_1		WT	M	L		Active		n7937	9/15/20		10.9	0	0	0	4.589		s	
Loc0910		warmroom	simple	LD_4	6	S9524	n7582	WL	11_7		WT	F	L		Hyperactive		n7930	9/15/20		10.271	0.5	0	0	0.752		s	
Loc0910		warmroom	simple	LD_4	7	T0767	n7890	MF	7429_7427		F	F	L										1				
Loc0910		warmroom	simple	LD_4	8	S9411	n7573	BF	12_10	1000-1200	WT	M	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	9	S9285	n7578	WL	3_3		WT	F	L		Active		n7932	9/15/20		10.708	1	1	0	4.815		y	
Loc0910		warmroom	simple	LD_4	10	S9499	n7588	WL	1_2		WT	M	L		Abnormal		n7936	9/15/20		11.4	0	0	0	8.5		s	
Loc0910		warmroom	simple	LD_4	11	S9457	n7583	WL	1_1		WT	F	L		Abnormal		n7936	9/15/20		11.4	0	0	0	2		s	
Loc0910		warmroom	simple	LD_4	12	S9465	n7583	WL	1_1		WT	M	L		Abnormal		n7935	9/15/20		9.98	0	0	0	9.26		s	
Loc0910		warmroom	simple	LD_4	13	S9370	n7577	BF	12_12	1000	WT	M	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	14	S9192	n7584	BF	8_8	1400	WT	M	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	15	S9220	n7565	WL	1_1		WT	F	L		Active		n7933	9/15/20		NA	0	0	0	4.3		s	
Loc0910		warmroom	simple	LD_4	16	S9297	n7575	BF	15_17	500-700	WT	M	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	17	S9523	n7582	WL	11_7		WT	M	L		Active		n7939	9/15/20		9.763	0	0	0	0.548		s	
Loc0910		warmroom	simple	LD_4	18	S9381	n7566	BF	9_9	1300	WT	F	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	19	S9261	n7578	WL	3_3		WT	M	L		Active		n7931	9/15/20		9.7	1	1	0	0.345		s	
Loc0910		warmroom	simple	LD_4	20	S9215	n7565	WL	1_1		WT	M	L		Active		n7938	9/15/20		10.5	0	0	0	1.69		s	
Loc0910		warmroom	simple	LD_4	21	S9210	n7565	WL	1_1		WT	M	L		Hyperactive		n7930	9/15/20		10.271	0.5	0	0	1.518		y	
Loc0910		warmroom	simple	LD_4	22	S9447	n7583	WL	1_1		WT	F	L		Active		n7938	9/15/20		10.5	0	0	0	1.091		s	
Loc0910		warmroom	simple	LD_4	23	S9303	n7575	BF	15_17	500-700	WT	F	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	24	T0792	n7890	MF	7429_7427		F	M	L										1				
Loc0910		warmroom	simple	LD_4	25	S9245	n7578	WL	3_3		WT	M	L		Inactive		n7933	9/15/20		NA	0	0	0	9		s	
Loc0910		warmroom	simple	LD_4	26	S9494	n7588	WL	1_2		WT	F	L		Active		n7939	9/15/20		9.763	0	0	0	0.868		s	
Loc0910		warmroom	simple	LD_4	27	S9402	n7573	BF	12_10	1000-1200	WT	F	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	28	S9518	n7582	WL	11_7		WT	M	L		Inactive		n7932	9/15/20		10.708	1	1	0	1.205		s	
Loc0910		warmroom	simple	LD_4	29	S9360	n7577	BF	12_12	1000	WT	F	L				NA	NA		NA	NA	NA	NA	NA		NA	
Loc0910		warmroom	simple	LD_4	30	S8967	n7488	WL	3_5		WT	M	L		Inactive		n7934	9/15/20		10.189	0	0	0	5.924		s	
Loc0910		warmroom	simple	LD_4	31	S9521	n7582	WL	11_7		WT	F	L		Active		n7934	9/15/20		10.189	0	0	0	4.92		s	
Loc0910		warmroom	simple	LD_4	32	S9182	n7584	BF	8_8	1400	WT	F	L				NA	NA	NA	NA	NA	NA	NA	NA		NA	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	1	S9368	n7577	BF	12_12	1000	WT	M	L		Active	1	n7962	9/30/20	10/13/20	10.504	0.5	0	0	NA	NA	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	2	S9498	n7588	WL	1_2		WT	M	L		Inactive	0	n7958	9/30/20	10/6/20	10.002	0	0	0	0.637	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	3	S9187	n7584	BF	8_8	1400	WT	F	L		Active	1	n7962	9/30/20	10/13/20	10.504	0.5	0	0	3.553	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	4	S9286	n7578	WL	3_3	850.7	WT	F	L		Inactive	0	n7954	9/30/20	10/6/20	10.137	0	0	0	1.358	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	5	S9412	n7573	BF	12_10	1000-1200	WT	F	L		Active	1	n7964	9/30/20	10/13/20	9.96	1	1	0	NA	NA	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	6	S8960	n7488	WL	3_5	850.7-755.1	WT	F	L		Inactive	0	n7958	9/30/20	10/6/20	10.002	0	0	0	1.053	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	7	S9211	n7565	WL	1_1	898.4	WT	F	L		Inactive	0	n7959	9/30/20	10/6/20	10.091	0	0	0	0.802	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	8	S9461	n7583	WL	1_1	898.4	WT	M	L		Inactive	0	n7959	9/30/20	10/6/20	10.091	0	0	0	0.923	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	9	T0758	n7890	MF	7429_7427		F	F	L										1				
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	10	S9452	n7583	WL	1_1	898.4	WT	M	L		Active	1	n7954	9/30/20	10/6/20	10.137	0	0	0	0.913	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	11	S9213	n7565	WL	1_1	898.4	WT	M	L		Active	1	n7953	9/30/20	10/6/20	9.954	1	1	0	4.084	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	12	S9177	n7584	BF	8_8	1400	WT	M	L		Inactive	0	n7965	9/30/20	10/13/20	10.165	1	0	0	0.609	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	13	S9408	n7573	BF	12_10	1000-1200	WT	M	L		Active	1	n7963	9/30/20	10/13/20	10.239	1	0	1	5.578	0	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	14	S8961	n7488	WL	3_5	850.7-755.1	WT	F	L		Active	1	n7953	9/30/20	10/6/20	9.954	1	1	0	3.898	0	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	15	S9260	n7578	WL	3_3	850.7	WT	M	L		Active	1	n7955	9/30/20	10/6/20	10.18	0	0	0	2.865	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	16	S9367	n7577	BF	12_12	1000	WT	M	L		Inactive	0	n7966	9/30/20	10/13/20	10.062	0	0	0	2.944	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	17	S9493	n7588	WL	1_2		WT	F	L		Inactive	0	n7955	9/30/20	10/6/20	10.18	0	0	0	2.017	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	18	S9246	n7578	WL	3_3	850.7	WT	M	L		Active	1	n7956	9/30/20	10/6/20	10.127	0	0	0	0.844	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	19	S9219	n7565	WL	1_1	898.4	WT	F	L		Inactive	0	n7960	9/30/20	10/6/20	10.208	0	0	0	6.504	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	20	S9450	n7583	WL	1_1	898.4	WT	F	L		Inactive	0	n7956	9/30/20	10/6/20	10.127	0	0	0	2.376	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	21	S9397	n7573	BF	12_10	1000-1200	WT	M	L		Abnormal	0.5	n7967	9/30/20	10/13/20	9.931	0.5	0	0	on carcass	1	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	22	S8970	n7488	WL	3_5	850.7-755.1	WT	M	L		Inactive	0	n7960	9/30/20	10/6/20	10.208	0	0	0	8.957	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	23	S9193	n7584	BF	8_8	1400	WT	F	L		Inactive	0	n7966	9/30/20	10/13/20	10.062	0	0	0	1.636	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	24	S9369	n7577	BF	12_12	1000	WT	F	L		Abnormal	0.5	n7967	9/30/20	10/13/20	9.931	0.5	0	0	6.132	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	25	S9241	n7578	WL	3_3	850.7	WT	F	L		Abnormal	0.5	n7961	9/30/20	10/6/20	10.114	0.5	0	0	2.211	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	26	T0780	n7890	MF	7429_7427		F	M	L										1				
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	27	S9366	n7577	BF	12_12	1000	WT	F	L		Active	1	n7963	9/30/20	10/13/20	10.239	1	0	1	on carcass	1	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	28	S8962	n7488	WL	3_5	850.7-755.1	WT	M	L		Abnormal	0.5	n7961	9/30/20	10/6/20	10.114	0.5	0	0	carcass	1.00	y	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	29	S9216	n7565	WL	1_1	898.4	WT	M	L		Abnormal	0.5	n7957	9/30/20	10/6/20	10.13	0	0	0	1.088	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	30	S9401	n7573	BF	12_10	1000-1200	WT	F	L		Inactive	0	n7965	9/30/20	10/13/20	10.165	1	0	0	0.564	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	31	S9181	n7584	BF	8_8	1400	WT	M	L		Abnormal	0.5	n7964	9/30/20	10/13/20	9.96	1	1	0	0.871	0	s	
Loc0924	Monitor20200924_0928_soil	warmroom	soil	LD_4	32	S9467	n7583	WL	1_1	898.4	WT	F	L		Inactive	0	n7957	9/30/20	10/6/20	10.13	0	0	0	6.091	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	1	S9519	n7582	WL	11_7	694.8-477.6	WT	F	L		Inactive	0	n7969	10/8/20	10/13/20	10.187	0	0	0	1.13	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	2	S9502	n7588	WL	1_2		WT	F	S		Highly Active	1	n7974	10/8/20	10/22/21	9.512	1	1	1	on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	3	T0791	n7890	MF	7429_7427		F	M	L										1				
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	4	S9176	n7584	BF	8_8	1400	WT	F	L		Inactive	0	n7977	10/8/20	10/13/20	9.394	0.5	0	0	0.54	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	5	S9322	n7575	BF	15_17	500-700	WT	M	S		Active	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	6	S9353	n7577	BF	12_12	1000	WT	F	L		Active	1	n7978	10/8/20	10/13/20	10.185	1	0	0	on carcass	1	y	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	7	S9240	n7565	WL	1_1	898.4	WT	F	S		Active	1	n7975	10/8/20	10/22/20	9.947	1	0	1	4.332 on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	8	S9475	n7583	WL	1_1	898.4	WT	F	S		Active	1	n7973	10/8/20	10/22/20	9.809	1	1	1	dead, on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	9	S9160	n7584	BF	8_8	1400	WT	F	S		Active	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	10	S9265	n7578	WL	3_3	850.7	WT	M	L		Inactive	0	n7970	10/8/20	10/13/20	9.892	0	0	0	6.74	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	11	S9292	n7575	BF	15_17	500-700	WT	F	L		Inactive	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	12	S9514	n7582	WL	11_7	694.8-477.6	WT	M	S		Active	1	n7973	10/8/20	10/22/20	9.809	1	1	1	3.81	0	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	13	S9466	n7583	WL	1_1	898.4	WT	M	L		Inactive	0	n7969	10/8/20	10/13/20	10.187	0	0	0	4.17	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	14	S9349	n7577	BF	12_12	1000	WT	F	S		Active	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	15	S9258	n7578	WL	3_3	850.7	WT	M	S		Active	1	n7975	10/8/20	10/22/20	9.947	1	0	1	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	16	S9207	n7565	WL	1_1	898.4	WT	F	L		Inactive	0	n7970	10/8/20	10/13/20	9.892	0	0	0	5.798	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	17	S9262	n7578	WL	3_3	850.7	WT	F	L		Inactive	0	n7971	10/8/20	10/13/20	9.93	0	0	0	2.483	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	18	S9172	n7584	BF	8_8	1400	WT	M	S		Active	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	19	S9489	n7583	WL	1_1	898.4	WT	M	S		Active	1	n7974	10/8/20	10/22/21	9.512	1	1	1	8.82	0	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	20	S9308	n7575	BF	15_17	500-700	WT	F	S		Highly Active	1	n7979	10/8/20	10/22/20	9.548	1	0	1	0.839 on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	21	S9188	n7584	BF	8_8	1400	WT	M	L		Inactive	0	n7978	10/8/20	10/13/20	10.185	1	0	0	6.393	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	22	S9227	n7565	WL	1_1	898.4	WT	M	S		Highly Active	1	n7972	10/8/20	10/22/20	9.493	1	1	1	5.922 next to a larva	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	23	S9212	n7565	WL	1_1	898.4	WT	M	L		Active	1	n7968	10/8/20	10/13/20	10.071	0	0	0	0.469	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	24	S9516	n7582	WL	11_7	694.8-477.6	WT	F	S		Highly Active	1	n7972	10/8/20	10/22/20	9.493	1	1	1	3.234 on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	25	S9290	n7575	BF	15_17	500-700	WT	M	L		Inactive	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	26	S9332	n7577	BF	12_12	1000	WT	M	S		Highly Active	1	n7979	10/8/20	10/22/20	9.548	1	0	1	7.185	0	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	27	S9520	n7582	WL	11_7	694.8-477.6	WT	M	L		Inactive	0	n7971	10/8/20	10/13/20	9.93	0	0	0	7.496	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	28	S9451	n7583	WL	1_1	898.4	WT	F	L		Inactive	0	n7968	10/8/20	10/13/20	10.071	0	0	0	0.663	0	s	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	29	T0774	n7890	MF	7429_7427		F	F	L										1				
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	30	S9507	n7588	WL	1_2		WT	M	S		Active	1	n7976	10/8/20	10/22/20	10.185	1	0	1	on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	31	S9277	n7578	WL	3_3	850.7	WT	F	S		Active	1	n7976	10/8/20	10/22/20	10.185	1	0	1	on carcass	1	NA	
Loc1001	Monitor20201001_1005_soil	warmroom	soil	LD_4	32	S9356	n7577	BF	12_12	1000	WT	M	L		Active	1	n7977	10/8/20	10/13/20	9.394	0.5	0	0	on carcass	1	y	
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	1	S9585	n7585	WL	5_3		WT	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	2	S9550	n7568	WL	3_1		WT	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	3	T2124		BF	3	1600	WC	M	L	slight delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	4	S9562	n7580	BF	16_16	600	WT	F	L	unclear													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	5	T2137		BF	10	1200	WC	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	6	T2120		BF	2	1500	WC	M	L	slight delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	7	T2134		BF	8	1400	WC	F	L	unclear													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	8	S9587	n7585	WL	5_3		WT	F	L	inactive													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	9	T2119		BF	1	1400	WC	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	10	T2128		BF	7	1500	WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	11	T2136		BF	8	1400	WC	F	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	12	T2130		BF	8	1400	WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	13	T2125		BF	3	1600	WC	M	L	unclear													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	14	T1835		WL	5		WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	15	T2123		BF	2	1500	WC	F	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	16	T2132		BF	8	1400	WC	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	17	T2141		BF	16	600	WC	F	L	unclear			n8039	11/12/20	11/26/20	NA	1	0	1				
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	18	T2129		BF	8	1400	WC	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	19	T2118		BF	1	1400	WC	M	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	20	S9547	n7568	WL	3_1		WT	F	L	unclear													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	21	T2122		BF	2	1500	WC	F	L	delay													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	22	T2126		BF	3	1600	WC	F	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	23	T2131		BF	8	1400	WC	M	L														
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	24	T2139		BF	11	1100	WC	M	L	delay			n8039	11/12/20	11/26/20	NA	1	0	1				
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	25	T2133		BF	8	1400	WC	M	L														
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	26	T1836		WL	7		WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	27	T2140		BF	11	1100	WC	M	L	unclear			n8038	11/12/20	11/26/20	NA	1	0	1	NA			
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	28	T2135		BF	8	1400	WC	F	L	unclear													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	29	T2121		BF	2	1500	WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	30	T2138		BF	10	1200	WC	F	L	unclear			n8038	11/12/20	11/26/20	NA	1	0	1	NA			
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	31	T2143		BF	4	1700	WC	M	L	advance													
Loc1016	Monitor20201016_1024_soil	warmroom	soil	LD_DD_8	32	T2127		BF	3	1600	WC	F	L	unclear													
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	1	T0393	n7727	BF	5_1	1400-1700	WT	F	L		Active	1	n8023	11/9/20	11/23/20	9.99	1	0	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	2	T0303	n7725	BF	6_3	1600	WT	M	L		Active	1	n8029	11/9/20	11/23/20	NA	1	0	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	3	T0247	n7721	BF	3_6	1600	WT	F	L		Active	1	n8024	11/9/20	11/23/20	10.385	1	0	1	on carcass	1	y	ZT8
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	4	T0573	n7720	BF	2_7	1500	WT	M	L		Active	1	n8026	11/9/20	11/23/20	9.052	1	0	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	5	T0272	n7721	BF	3_6	1600	WT	M	S		Active	1	n8034	11/9/20	11/27/20	NA	1	0	1	NA			
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	6	T0546	n7720	BF	2_7	1500	WT	F	S		Active	1	n8033	11/9/20	11/27/20	9.721	1	0	1	NA			ZT4
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	7	T0761	n7890	MF	7429_7427		F20	F	L										1				
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	8	T0622	n7722	BF	4_5	1700	WT	F	L		Inactive 	1	n8030	11/9/20	11/23/20	9.417	1	1	1	on carcass	1	y	ZT4
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	9	T0277	n7721	BF	3_6	1600	WT	F	S		Abnormal	0.5	n8037	11/9/20	11/27/20	9.651	1	0	1	on carcass	1		ZT12
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	10	T0306	n7725	BF	6_3	1600	WT	F	L		Active	1	n8025	11/9/20	11/26/20	9.697	1	1	1	NA			
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	11	T0561	n7720	BF	2_7	1500	WT	F	S		Active 	1	n8036	11/9/20	11/27/20	10.13	1	0	1	on carcass	1		ZT8
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	12	T0299	n7725	BF	6_3	1600	WT	F	S		Active	1	n8035	11/9/20	11/27/20	9.668	1	0	1	on carcass	1		
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	13	T0626	n7722	BF	4_5	1700	WT	M	L		Abnormal	0.5	n8031	11/9/20	11/23/20	9.781	1	0	0	5.848	0	s	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	14	T0244	n7721	BF	3_6	1600	WT	F	L		Active	1	n8026	11/9/20	11/23/20	9.052	1	0	1	NA	NA	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	15	T0403	n7727	BF	5_1	1400-1700	WT	M	L		Active	1	n8024	11/9/20	11/23/20	10.385	1	0	1	5.381	0	y	ZT8
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	16	T0294	n7725	BF	6_3	1600	WT	M	S		Active 	1	n8032	11/9/20	11/27/20	NA	1	0	1	2.069	0		
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	17	T0316	n7725	BF	6_3	1600	WT	M	L		Active	1	n8030	11/9/20	11/23/20	9.417	1	1	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	18	T0269	n7721	BF	3_6	1600	WT	F	S		Active	1	n8033	11/9/20	11/27/20	9.721	1	0	1	NA			
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	19	T0632	n7722	BF	4_5	1700	WT	F	L		Inactive 	0	n8029	11/9/20	11/23/20	NA	1	0	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	20	T0576	n7720	BF	2_7	1500	WT	M	L		Active	1	n8023	11/9/20	11/23/20	9.99	1	0	1	5.716	0	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	21	T0552	n7720	BF	2_7	1500	WT	M	S		Active 	1	n8037	11/9/20	11/27/20	9.651	1	0	1	NA			ZT12
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	22	T0296	n7725	BF	6_3	1600	WT	F	S		Active	1	n8034	11/9/20	11/27/20	NA	1	0	1	NA			
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	23	T0574	n7720	BF	2_7	1500	WT	F	L		Inactive 	0	n8031	11/9/20	11/23/20	9.781	1	0	0	5.6	0	s	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	24	T0241	n7721	BF	3_6	1600	WT	M	L		Active	1	n8027	11/9/20	11/23/20	10.05	1	0	1	NA	NA	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	25	T0788	n7890	MF	7429_7427		F20	M	L										1				
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	26	T0265	n7721	BF	3_6	1600	WT	F	S		Active 	1	n8032	11/9/20	11/27/20	NA	1	0	1	8.22	0		
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	27	T0617	n7722	BF	4_5	1700	WT	M	L		Active 	1	n8028	11/9/20	11/23/20	10.471	1	0	1	10.3	0	y	ZT12
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	28	T0257	n7721	BF	3_6	1600	WT	M	L		Active 	1	n8025	11/9/20	11/26/20	9.697	1	1	1	NA			
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	29	T0310	n7725	BF	6_3	1600	WT	F	L		Active 	1	n8027	11/9/20	11/23/20	10.05	1	0	1	on carcass	1	y	
Loc1029	Monitor20201029_1102_soil	warmroom	soil	LD_4	30	T0289	n7725	BF	6_3	1600	WT	M	S		Active	1	n8036	11/9/20	11/27/20	10.13	1	0	1	next to the carcass	1		ZT8
