ExpID	File_Name	Env	Setup	LD_cycle	Num	ID	Nest	Source	Location	Elevation	Gen	Sex	Photo	Circ	Subj_activity	Act_index	Breeding_nest	Start_Date	End_Date	Soil	Bury	Eggs	Instar	Distance	Carcass	Phenotype	expression
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	7	T2571	n7976	WL	S9507_S9277		F2	M	L				n8297	1/26/21	2/9/21	9.76	1	0	1	NA	0		
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	8	T2521	n7973	WL	S9514_S9475		F1	M	L				n8292	1/26/21	2/2/21	9.619	0	0	0	1.38	0	s	
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	9	T2402	n7944	OK	7600_7530		F2	M	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	10	T2581	n7976	WL	S9507_S9277		F2	F	L				n8292	1/26/21	2/2/21	9.619	0	0	0	6.499	0	s	
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	11	T2027	n7945	OK	7530_7600		F2	F	H														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	12	T2517	n7973	WL	S9514_S9475		F1	M	L				n8290	1/26/21	2/2/21	9.888	0	0	0	NA	0	s	
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	13	T2202	n7949	WL	7578_7582		F1	M	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	14	T2534	n7975	WL	S9258_S9240		F1	M	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	15	T2559	n7975	WL	S9258_S9240		F1	F	L				n8297	1/26/21	2/9/21	9.76	1	0	1	on carcass	1		
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	16	T1647	n7917	OK	7528_7529		F2	F	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	17	T2516	n7973	WL	S9514_S9475		F1	F	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	18	T1876	n7942	OK	7600_7529		F2	F	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	19	T2550	n7975	WL	S9258_S9240		F1	M	L				n8299	1/28/21	2/4/21	9.9	0	0	0	7.47	0	s	
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	20	T2522	n7973	WL	S9514_S9475		F1	F	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	21	T1853	n7942	OK	7600_7529		F2	F	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	22	T2530	n7975	WL	S9258_S9240		F1	F	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	23	T2465	n7946	WL	7588_7565		F2	F	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	24	T2572	n7976	WL	S9507_S9277		F2	M	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	25	T1755	n7920	OK	7530_7528		F2	M	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	26	T2539	n7975	WL	S9258_S9240		F1	M	S														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	27	T1844	n7942	OK	7600_7529		F2	M	H														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	28	T2460	n7952	WL	7585_7588		F1	F	L														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	29	T1843	n7942	OK	7600_7529		F2	M	H														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	30	T2577	n7976	WL	S9507_S9277		F2	F	L				n8289	1/26/21	2/2/21	9.754	0	0	0	0.746	0	s	
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	31	T2112	n7947	WL	7565_7568		F1	F	H														
Loc0116-2	Monitor20210116_0120(2)_edit	long	soil	LD_4	32	T1625	n7919	OK	7530_7528		F2	M	L														
